,id,places,theme,cluster
1350,1335,"[386, 3, 707, 37, 643, 8, 9, 10, 270, 16, 20, 22, 23, 90, 30, 223]","[0.0, 0.0625, 0.3125, 0.625, 0.0, 0.0625, 0.125, 0.8125, 0.5625, 0.25, 0.1875, 0.0625, 0.375, 0.5625, 0.375, 0.3125, 0.25, 0.0625, 0.75, 0.25, 0.0, 0.0]",2
1351,1336,"[223, 9, 10, 18, 179, 22, 31]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.0, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.0, 0.7142857142857143, 0.2857142857142857, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.0, 1.0, 0.0, 0.0, 0.0]",6
1352,1337,"[99, 44, 38, 223]","[0.0, 0.5, 0.0, 0.5, 0.0, 0.25, 0.0, 0.75, 0.25, 0.5, 0.25, 0.25, 0.25, 0.5, 0.5, 0.0, 0.25, 0.25, 0.75, 0.25, 0.0, 0.0]",2
1353,1338,"[2, 37, 5, 39, 8, 6, 9, 15, 49, 19, 180, 52, 150, 25, 30, 31]","[0.0625, 0.125, 0.375, 0.4375, 0.0625, 0.0, 0.125, 0.8125, 0.625, 0.25, 0.125, 0.0625, 0.4375, 0.5, 0.4375, 0.1875, 0.3125, 0.0625, 0.625, 0.25, 0.0, 0.125]",11
1354,1339,"[2, 3, 4, 39, 72, 9, 10, 13, 16, 18, 470, 59, 92]","[0.07692307692307693, 0.0, 0.5384615384615384, 0.38461538461538464, 0.0, 0.0, 0.07692307692307693, 0.9230769230769231, 0.46153846153846156, 0.15384615384615385, 0.38461538461538464, 0.15384615384615385, 0.46153846153846156, 0.38461538461538464, 0.46153846153846156, 0.46153846153846156, 0.0, 0.07692307692307693, 0.8461538461538461, 0.15384615384615385, 0.0, 0.0]",7
1355,1340,"[1, 98, 4, 8, 10, 75, 108, 174, 15, 46, 47, 119, 24]","[0.23076923076923078, 0.0, 0.6153846153846154, 0.15384615384615385, 0.15384615384615385, 0.0, 0.23076923076923078, 0.6153846153846154, 0.6923076923076923, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.7692307692307693, 0.15384615384615385, 0.23076923076923078, 0.6153846153846154, 0.07692307692307693, 0.07692307692307693, 0.8461538461538461, 0.07692307692307693, 0.0, 0.07692307692307693]",6
1356,1341,"[2, 8, 10, 434, 61, 22, 573]","[0.2857142857142857, 0.0, 0.42857142857142855, 0.2857142857142857, 0.0, 0.14285714285714285, 0.2857142857142857, 0.5714285714285714, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.0, 0.7142857142857143, 0.2857142857142857, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.0, 0.5714285714285714, 0.14285714285714285, 0.0, 0.2857142857142857]",5
1357,1342,"[1, 258, 5, 8, 15, 17, 18, 22, 23, 28, 31, 165, 49, 59, 85, 93, 223, 228, 105]","[0.0, 0.05263157894736842, 0.631578947368421, 0.3157894736842105, 0.0, 0.05263157894736842, 0.10526315789473684, 0.8421052631578947, 0.5263157894736842, 0.47368421052631576, 0.0, 0.10526315789473684, 0.47368421052631576, 0.42105263157894735, 0.3157894736842105, 0.42105263157894735, 0.21052631578947367, 0.05263157894736842, 0.8947368421052632, 0.05263157894736842, 0.05263157894736842, 0.0]",7
1358,1343,"[3, 6, 8, 9, 10, 13, 18, 59, 28, 223]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.2, 0.8, 0.4, 0.4, 0.2, 0.2, 0.4, 0.4, 0.3, 0.5, 0.2, 0.0, 0.8, 0.2, 0.0, 0.0]",7
1359,1344,"[2, 3, 4, 5, 6, 103, 9, 13, 15, 211, 22, 55, 573]","[0.07692307692307693, 0.07692307692307693, 0.38461538461538464, 0.46153846153846156, 0.0, 0.15384615384615385, 0.07692307692307693, 0.7692307692307693, 0.6153846153846154, 0.07692307692307693, 0.3076923076923077, 0.15384615384615385, 0.5384615384615384, 0.3076923076923077, 0.46153846153846156, 0.38461538461538464, 0.0, 0.15384615384615385, 0.6923076923076923, 0.23076923076923078, 0.0, 0.07692307692307693]",5
1360,13,"[202, 58, 37, 78]","[0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.75, 0.5, 0.5, 0.0, 0.0, 0.75, 0.25, 0.5, 0.0, 0.0, 0.5, 0.25, 0.5, 0.0, 0.25]",8
1361,1345,"[10, 18, 28, 22]","[0.0, 0.0, 0.75, 0.25, 0.0, 0.25, 0.25, 0.5, 0.75, 0.25, 0.0, 0.25, 0.75, 0.0, 0.25, 0.75, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",6
1362,1346,"[21, 92, 29, 22]","[0.25, 0.0, 0.5, 0.25, 0.25, 0.25, 0.0, 0.5, 0.75, 0.0, 0.25, 0.25, 0.5, 0.25, 0.25, 0.75, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",6
1363,1347,"[3, 134, 8, 9, 10, 13, 15, 271, 21, 22, 29, 31, 38, 67, 197, 971, 223, 110, 112]","[0.21052631578947367, 0.05263157894736842, 0.42105263157894735, 0.3157894736842105, 0.21052631578947367, 0.10526315789473684, 0.05263157894736842, 0.631578947368421, 0.5789473684210527, 0.2631578947368421, 0.15789473684210525, 0.15789473684210525, 0.47368421052631576, 0.3684210526315789, 0.21052631578947367, 0.5263157894736842, 0.21052631578947367, 0.05263157894736842, 0.7894736842105263, 0.10526315789473684, 0.0, 0.10526315789473684]",0
1364,1348,"[2, 3, 382, 8, 9, 10, 13, 80, 53, 478]","[0.1, 0.0, 0.3, 0.6, 0.1, 0.0, 0.1, 0.8, 0.3, 0.4, 0.3, 0.1, 0.4, 0.5, 0.3, 0.4, 0.1, 0.2, 0.9, 0.1, 0.0, 0.0]",2
1365,1349,"[248, 32, 98, 8, 13, 174, 238, 80, 46, 23, 247, 312, 26, 59, 31]","[0.13333333333333333, 0.0, 0.4666666666666667, 0.4, 0.13333333333333333, 0.0, 0.0, 0.8666666666666667, 0.4666666666666667, 0.4666666666666667, 0.06666666666666667, 0.06666666666666667, 0.4666666666666667, 0.4666666666666667, 0.26666666666666666, 0.4666666666666667, 0.26666666666666666, 0.0, 0.8, 0.13333333333333333, 0.0, 0.06666666666666667]",7
1366,1350,"[67, 29, 22]","[0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",10
1367,1351,"[10, 74, 108, 59, 223]","[0.4, 0.0, 0.4, 0.2, 0.2, 0.0, 0.4, 0.4, 0.6, 0.4, 0.0, 0.0, 0.6, 0.4, 0.2, 0.6, 0.2, 0.0, 0.6, 0.0, 0.0, 0.4]",10
1368,1352,"[2, 3, 134, 7, 8, 13, 19, 20, 149, 22, 281, 25, 31, 174, 179, 52, 573, 61, 76, 223]","[0.05, 0.05, 0.4, 0.5, 0.0, 0.1, 0.1, 0.8, 0.55, 0.35, 0.1, 0.05, 0.45, 0.5, 0.4, 0.25, 0.3, 0.05, 0.75, 0.2, 0.0, 0.05]",7
1369,1353,"[2, 3, 9, 10, 16, 29]","[0.16666666666666666, 0.0, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.6666666666666666, 0.5, 0.0, 0.5, 0.16666666666666666, 0.5, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",11
1370,1354,"[3, 8, 428, 13, 174, 17, 19, 21, 22, 91]","[0.0, 0.0, 0.7, 0.3, 0.0, 0.1, 0.0, 0.9, 0.5, 0.3, 0.2, 0.2, 0.4, 0.4, 0.4, 0.4, 0.1, 0.1, 0.8, 0.2, 0.0, 0.0]",7
1371,1355,"[32, 1, 105, 76, 270, 19, 91, 92, 93]","[0.0, 0.0, 0.8888888888888888, 0.1111111111111111, 0.0, 0.0, 0.1111111111111111, 0.8888888888888888, 0.7777777777777778, 0.2222222222222222, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.2222222222222222, 0.6666666666666666, 0.0, 0.1111111111111111, 1.0, 0.0, 0.0, 0.0]",6
1372,1356,"[8, 2, 18, 525]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.25, 0.5, 0.25, 0.0, 0.5, 0.5, 0.25, 0.25, 0.25, 0.25, 1.0, 0.0, 0.0, 0.0]",2
1373,1358,"[8, 200, 174, 19, 31]","[0.0, 0.2, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0, 0.6, 0.4, 0.0, 0.0, 0.4, 0.6, 0.2, 0.4, 0.4, 0.0, 0.8, 0.0, 0.2, 0.0]",1
1374,1359,"[1, 2, 200, 8, 9, 13, 19, 341, 981, 59, 382, 223]","[0.0, 0.16666666666666666, 0.4166666666666667, 0.4166666666666667, 0.0, 0.08333333333333333, 0.08333333333333333, 0.8333333333333334, 0.4166666666666667, 0.4166666666666667, 0.16666666666666666, 0.0, 0.4166666666666667, 0.5833333333333334, 0.25, 0.4166666666666667, 0.16666666666666666, 0.16666666666666666, 0.9166666666666666, 0.0, 0.08333333333333333, 0.0]",7
1375,1360,"[65, 165, 38, 7, 8, 82, 21, 279]","[0.0, 0.25, 0.25, 0.5, 0.0, 0.25, 0.125, 0.625, 0.5, 0.125, 0.375, 0.375, 0.25, 0.375, 0.625, 0.25, 0.125, 0.0, 0.5, 0.375, 0.0, 0.125]",11
1376,1361,"[65, 2, 3, 37, 38, 7, 9, 145, 213, 22, 279, 24, 94, 93, 126]","[0.13333333333333333, 0.06666666666666667, 0.2, 0.6, 0.13333333333333333, 0.13333333333333333, 0.06666666666666667, 0.6666666666666666, 0.5333333333333333, 0.06666666666666667, 0.4, 0.2, 0.6, 0.2, 0.8, 0.2, 0.0, 0.0, 0.4666666666666667, 0.4, 0.0, 0.13333333333333333]",11
1377,1362,"[13, 46, 223]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 0.0]",1
1378,1363,"[3, 37, 8, 9, 13, 15, 16, 244, 55, 24, 122, 31]","[0.0, 0.08333333333333333, 0.4166666666666667, 0.5, 0.0, 0.08333333333333333, 0.0, 0.9166666666666666, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.08333333333333333, 0.75, 0.5833333333333334, 0.08333333333333333, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",2
1379,1364,"[1, 7, 13, 22, 61]","[0.2, 0.0, 0.6, 0.2, 0.0, 0.2, 0.6, 0.2, 1.0, 0.0, 0.0, 0.0, 0.8, 0.2, 0.2, 0.8, 0.0, 0.0, 0.6, 0.2, 0.0, 0.2]",10
1380,1365,"[2, 6, 134, 9, 114, 18, 82, 219, 30, 63]","[0.0, 0.4, 0.1, 0.5, 0.0, 0.1, 0.3, 0.6, 0.4, 0.3, 0.3, 0.1, 0.8, 0.1, 0.3, 0.3, 0.2, 0.2, 0.7, 0.2, 0.0, 0.1]",3
1381,1366,"[98, 573, 165, 9, 16, 240, 52, 981, 21, 92, 253, 223]","[0.16666666666666666, 0.08333333333333333, 0.16666666666666666, 0.5833333333333334, 0.16666666666666666, 0.08333333333333333, 0.0, 0.75, 0.6666666666666666, 0.08333333333333333, 0.25, 0.08333333333333333, 0.5833333333333334, 0.3333333333333333, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.6666666666666666, 0.25, 0.0, 0.08333333333333333]",11
1382,1367,"[1, 2, 3, 6, 38, 8, 9, 41, 59, 13, 15, 16, 19, 52, 597, 219]","[0.0, 0.0625, 0.4375, 0.5, 0.0, 0.0625, 0.125, 0.8125, 0.5625, 0.1875, 0.25, 0.1875, 0.3125, 0.5, 0.5625, 0.25, 0.125, 0.0625, 0.6875, 0.3125, 0.0, 0.0]",11
1383,1368,"[448, 101, 984, 214, 22, 408]","[0.8333333333333334, 0.0, 0.16666666666666666, 0.0, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333]",4
1384,1370,"[323, 75, 108, 15, 31]","[0.4, 0.0, 0.4, 0.2, 0.4, 0.0, 0.0, 0.6, 0.4, 0.6, 0.0, 0.2, 0.4, 0.4, 0.2, 0.2, 0.4, 0.2, 0.4, 0.4, 0.0, 0.2]",0
1385,1371,"[8, 298, 2]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",9
1386,1372,"[98, 3, 105, 10, 42, 18, 86, 346, 31]","[0.0, 0.0, 0.7777777777777778, 0.2222222222222222, 0.0, 0.0, 0.2222222222222222, 0.7777777777777778, 0.4444444444444444, 0.3333333333333333, 0.2222222222222222, 0.1111111111111111, 0.7777777777777778, 0.1111111111111111, 0.3333333333333333, 0.4444444444444444, 0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.2222222222222222, 0.0, 0.0]",5
1387,1791,"[4, 38, 9, 490, 10, 13, 174, 15, 18, 146, 22, 216, 28, 61, 30]","[0.13333333333333333, 0.26666666666666666, 0.4666666666666667, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.2, 0.5333333333333333, 0.7333333333333333, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.7333333333333333, 0.13333333333333333, 0.26666666666666666, 0.4666666666666667, 0.13333333333333333, 0.13333333333333333, 0.8, 0.0, 0.0, 0.2]",10
1388,1373,"[32, 65, 223, 323, 773, 201, 206, 48, 273, 145, 375, 154, 155, 126, 31]","[0.4, 0.13333333333333333, 0.2, 0.26666666666666666, 0.4, 0.06666666666666667, 0.0, 0.5333333333333333, 0.4666666666666667, 0.4, 0.13333333333333333, 0.13333333333333333, 0.6666666666666666, 0.2, 0.5333333333333333, 0.2, 0.2, 0.06666666666666667, 0.3333333333333333, 0.26666666666666666, 0.0, 0.4]",8
1389,1374,"[65, 1, 743, 11, 76, 49, 19, 26, 223]","[0.0, 0.0, 0.4444444444444444, 0.5555555555555556, 0.0, 0.0, 0.2222222222222222, 0.7777777777777778, 0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.0, 0.5555555555555556, 0.4444444444444444, 0.0, 0.0]",11
1390,1794,"[41, 1059, 29]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 0.0]",10
1391,1375,"[13, 23, 313, 92, 29]","[0.2, 0.2, 0.4, 0.2, 0.2, 0.0, 0.0, 0.8, 0.6, 0.2, 0.2, 0.0, 0.4, 0.6, 0.0, 0.6, 0.2, 0.2, 1.0, 0.0, 0.0, 0.0]",0
1392,1376,"[3, 4, 8, 41, 9, 28, 16, 21, 22, 60, 31]","[0.0, 0.0, 0.5454545454545454, 0.45454545454545453, 0.0, 0.09090909090909091, 0.0, 0.9090909090909091, 0.2727272727272727, 0.36363636363636365, 0.36363636363636365, 0.36363636363636365, 0.36363636363636365, 0.2727272727272727, 0.6363636363636364, 0.09090909090909091, 0.2727272727272727, 0.0, 0.7272727272727273, 0.2727272727272727, 0.0, 0.0]",3
1393,1377,"[1, 3, 4, 37, 8, 13]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.16666666666666666, 0.8333333333333334, 0.5, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",7
1394,1378,"[38, 6, 8, 53, 59, 61]","[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.16666666666666666, 0.3333333333333333, 0.5, 0.5, 0.5, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666]",0
1395,1379,"[2, 9, 144, 16, 176, 17, 18, 214, 59, 28, 29]","[0.18181818181818182, 0.18181818181818182, 0.18181818181818182, 0.45454545454545453, 0.18181818181818182, 0.09090909090909091, 0.0, 0.7272727272727273, 0.5454545454545454, 0.2727272727272727, 0.18181818181818182, 0.09090909090909091, 0.5454545454545454, 0.36363636363636365, 0.5454545454545454, 0.45454545454545453, 0.0, 0.0, 0.6363636363636364, 0.09090909090909091, 0.0, 0.2727272727272727]",8
1396,1380,"[16, 24, 55, 15]","[0.0, 0.25, 0.25, 0.5, 0.0, 0.25, 0.0, 0.75, 0.75, 0.25, 0.0, 0.25, 0.0, 0.75, 0.5, 0.0, 0.0, 0.5, 0.75, 0.25, 0.0, 0.0]",11
1397,1381,"[49, 274, 155, 15]","[0.0, 0.25, 0.5, 0.25, 0.0, 0.0, 0.0, 1.0, 0.5, 0.5, 0.0, 0.25, 0.5, 0.25, 0.5, 0.0, 0.0, 0.5, 0.5, 0.25, 0.0, 0.25]",3
1398,1804,"[32, 398, 50, 83, 26, 831]","[0.5, 0.0, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.5, 0.16666666666666666, 0.0, 0.3333333333333333]",8
1399,1382,"[1, 5, 8, 75, 76, 13, 368, 48, 254, 220, 222, 223]","[0.08333333333333333, 0.0, 0.4166666666666667, 0.5, 0.08333333333333333, 0.0, 0.08333333333333333, 0.8333333333333334, 0.5833333333333334, 0.3333333333333333, 0.08333333333333333, 0.08333333333333333, 0.25, 0.6666666666666666, 0.25, 0.5, 0.25, 0.0, 0.5833333333333334, 0.4166666666666667, 0.0, 0.0]",7
1400,1383,"[37, 78, 20, 22, 153]","[0.4, 0.0, 0.2, 0.4, 0.4, 0.2, 0.0, 0.4, 1.0, 0.0, 0.0, 0.0, 0.8, 0.2, 0.4, 0.4, 0.0, 0.2, 0.4, 0.2, 0.0, 0.4]",4
1401,1384,"[481, 66, 2, 5, 42, 75, 76, 17, 500, 22, 311]","[0.18181818181818182, 0.09090909090909091, 0.2727272727272727, 0.45454545454545453, 0.09090909090909091, 0.2727272727272727, 0.0, 0.6363636363636364, 0.7272727272727273, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.6363636363636364, 0.2727272727272727, 0.45454545454545453, 0.2727272727272727, 0.18181818181818182, 0.09090909090909091, 0.5454545454545454, 0.2727272727272727, 0.0, 0.18181818181818182]",8
1402,1385,"[2, 3, 66, 10, 76, 13, 46, 114, 150, 1081]","[0.2, 0.2, 0.4, 0.2, 0.2, 0.1, 0.2, 0.5, 0.7, 0.1, 0.2, 0.1, 0.7, 0.2, 0.2, 0.5, 0.2, 0.1, 0.7, 0.1, 0.0, 0.2]",10
1403,1386,"[4, 80, 17, 28, 30]","[0.2, 0.2, 0.2, 0.4, 0.2, 0.0, 0.2, 0.6, 0.4, 0.4, 0.2, 0.2, 0.6, 0.2, 0.6, 0.2, 0.2, 0.0, 1.0, 0.0, 0.0, 0.0]",3
1404,1387,"[98, 5, 134, 76, 336, 18, 114, 310, 376, 153]","[0.1, 0.1, 0.4, 0.4, 0.1, 0.0, 0.1, 0.8, 0.4, 0.5, 0.1, 0.0, 0.7, 0.3, 0.2, 0.4, 0.2, 0.2, 0.8, 0.1, 0.0, 0.1]",0
1405,1388,"[2, 3, 4, 42, 145, 25]","[0.16666666666666666, 0.0, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0, 0.8333333333333334, 0.3333333333333333, 0.16666666666666666, 0.5, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.6666666666666666, 0.0, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666]",3
1406,1389,"[160, 65, 103, 22, 59]","[0.0, 0.0, 0.8, 0.2, 0.0, 0.2, 0.0, 0.8, 0.6, 0.2, 0.2, 0.4, 0.2, 0.4, 0.4, 0.6, 0.0, 0.0, 0.6, 0.2, 0.2, 0.0]",7
1407,1390,"[8, 41, 9, 13, 16, 18, 22, 59, 29]","[0.1111111111111111, 0.0, 0.6666666666666666, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.0, 0.7777777777777778, 0.6666666666666666, 0.2222222222222222, 0.1111111111111111, 0.0, 0.4444444444444444, 0.5555555555555556, 0.2222222222222222, 0.5555555555555556, 0.2222222222222222, 0.0, 0.8888888888888888, 0.1111111111111111, 0.0, 0.0]",7
1408,1391,"[65, 3, 4, 165, 6, 8, 10, 13, 174, 22, 24, 25, 26, 254]","[0.0, 0.0, 0.5714285714285714, 0.42857142857142855, 0.0, 0.07142857142857142, 0.14285714285714285, 0.7857142857142857, 0.5714285714285714, 0.21428571428571427, 0.21428571428571427, 0.21428571428571427, 0.35714285714285715, 0.42857142857142855, 0.35714285714285715, 0.5, 0.14285714285714285, 0.0, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0]",7
1409,1392,"[3, 165, 8, 9, 341, 31]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.16666666666666666, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]",2
1410,1393,"[2, 903, 8, 9, 10, 13, 15, 16, 17, 22, 25, 26, 29, 31, 32, 52, 59, 75, 341, 223, 98]","[0.14285714285714285, 0.0, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.047619047619047616, 0.047619047619047616, 0.7619047619047619, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.09523809523809523, 0.38095238095238093, 0.5238095238095238, 0.2857142857142857, 0.38095238095238093, 0.23809523809523808, 0.09523809523809523, 0.8095238095238095, 0.19047619047619047, 0.0, 0.0]",7
1411,1394,"[1, 223, 3, 35, 134, 8, 9, 336, 18, 179, 22, 219, 126, 31]","[0.07142857142857142, 0.07142857142857142, 0.5, 0.35714285714285715, 0.07142857142857142, 0.14285714285714285, 0.07142857142857142, 0.7142857142857143, 0.35714285714285715, 0.42857142857142855, 0.21428571428571427, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.42857142857142855, 0.21428571428571427, 0.35714285714285715, 0.0, 0.6428571428571429, 0.21428571428571427, 0.0, 0.14285714285714285]",3
1412,1395,"[768, 1, 2, 3, 707, 232, 9, 172, 336, 29]","[0.3, 0.1, 0.3, 0.3, 0.2, 0.1, 0.1, 0.6, 0.6, 0.1, 0.3, 0.1, 0.7, 0.2, 0.6, 0.4, 0.0, 0.0, 0.7, 0.2, 0.0, 0.1]",8
1413,1396,"[3, 75, 11, 269, 187]","[0.6, 0.0, 0.0, 0.4, 0.4, 0.0, 0.0, 0.6, 0.4, 0.4, 0.2, 0.4, 0.4, 0.2, 0.6, 0.2, 0.0, 0.2, 0.4, 0.6, 0.0, 0.0]",8
1414,1397,"[1, 38, 13, 80, 248, 314, 60, 184]","[0.125, 0.125, 0.375, 0.375, 0.125, 0.125, 0.125, 0.625, 0.5, 0.375, 0.125, 0.25, 0.375, 0.375, 0.5, 0.375, 0.125, 0.0, 0.875, 0.125, 0.0, 0.0]",7
1415,1398,"[2, 3, 228, 4, 7, 49, 17, 59]","[0.0, 0.0, 0.375, 0.625, 0.0, 0.0, 0.125, 0.875, 0.375, 0.25, 0.375, 0.125, 0.5, 0.375, 0.75, 0.25, 0.0, 0.0, 0.625, 0.375, 0.0, 0.0]",11
1416,1399,"[67, 3, 197, 15, 49, 17, 179, 341, 22, 24, 26, 59]","[0.08333333333333333, 0.08333333333333333, 0.25, 0.5833333333333334, 0.08333333333333333, 0.16666666666666666, 0.0, 0.75, 0.5, 0.4166666666666667, 0.08333333333333333, 0.25, 0.3333333333333333, 0.4166666666666667, 0.4166666666666667, 0.3333333333333333, 0.08333333333333333, 0.16666666666666666, 0.5833333333333334, 0.3333333333333333, 0.0, 0.08333333333333333]",11
1417,1400,"[707, 5, 199, 7, 110, 18, 29]","[0.42857142857142855, 0.0, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.0, 0.14285714285714285, 0.42857142857142855, 0.8571428571428571, 0.14285714285714285, 0.0, 0.0, 0.7142857142857143, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.14285714285714285, 0.0, 0.5714285714285714, 0.14285714285714285, 0.0, 0.2857142857142857]",10
1418,1401,"[2, 3, 5, 38, 105, 15, 16, 84]","[0.0, 0.125, 0.375, 0.5, 0.0, 0.125, 0.0, 0.875, 0.5, 0.25, 0.25, 0.25, 0.5, 0.25, 0.75, 0.125, 0.0, 0.125, 0.75, 0.25, 0.0, 0.0]",3
1419,1402,"[64, 67, 4]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0]",3
1420,1403,"[37, 5, 8, 329, 15, 400, 368, 341, 55, 24, 573]","[0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.6363636363636364, 0.0, 0.09090909090909091, 0.0, 0.9090909090909091, 0.6363636363636364, 0.36363636363636365, 0.0, 0.09090909090909091, 0.2727272727272727, 0.6363636363636364, 0.5454545454545454, 0.0, 0.18181818181818182, 0.2727272727272727, 0.7272727272727273, 0.2727272727272727, 0.0, 0.0]",2
1421,1404,"[24, 744, 186]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0]",2
1422,1405,"[1, 17, 49, 408, 26]","[0.2, 0.0, 0.2, 0.6, 0.2, 0.0, 0.2, 0.6, 0.6, 0.4, 0.0, 0.2, 0.4, 0.4, 0.8, 0.2, 0.0, 0.0, 0.6, 0.4, 0.0, 0.0]",11
1423,1406,"[320, 65, 2, 419, 4, 37, 6, 8, 59, 9, 554, 341, 24, 89, 26, 187]","[0.0625, 0.0, 0.3125, 0.625, 0.0, 0.0, 0.0625, 0.9375, 0.375, 0.375, 0.25, 0.125, 0.4375, 0.4375, 0.75, 0.125, 0.0625, 0.0625, 0.75, 0.25, 0.0, 0.0]",2
